variable,experiment,ensemble,model,year,value,zstore
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1850,-0.6701189305189246,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1851,-0.5682859934905764,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1852,-0.7565557072972524,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1853,-0.7362912659408494,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1854,-0.642110910686597,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1855,-0.6478795916273725,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1856,-0.5006998667112157,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1857,-0.4583570694733794,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1858,-0.728934032777488,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1859,-0.7409208993097991,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1860,-0.5457697381969524,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1861,-0.3232452828941632,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1862,-0.5518307558326114,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1863,-0.7522649722910728,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1864,-0.5593869667686704,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1865,-0.2934785322066773,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1866,-0.25454331608813163,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1867,-0.5605575068678945,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1868,-0.5063227396123011,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1869,-0.4524416713076107,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1870,-0.30602159675993335,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1871,-0.1574790815113829,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1872,-0.08947909199036985,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1873,-0.2868601896642531,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1874,-0.3434166851656073,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1875,-0.3089563749402373,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1876,-0.21175044131439336,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1877,-0.07268161486814506,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1878,-0.026570584216187854,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1879,-0.2721202979839745,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1880,-0.29119703519819495,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1881,-0.025558321071628143,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1882,0.003075877983690134,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1883,-0.1666407456741581,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1884,-0.1834591498708278,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1885,0.04896705163162096,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1886,0.1809134261425811,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1887,0.24977967455856742,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1888,0.029584547728177313,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1889,0.1885309861741007,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1890,0.1532482114825484,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1891,-0.05679222410361717,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1892,0.1151775016134593,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1893,0.185782248238354,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1894,0.21635040871603906,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1895,0.4106998936633772,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1896,0.4279789866500323,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1897,0.21997875395436495,gs://cmip6/CMIP6/CMIP/MIROC/MIROC-ES2L/1pctCO2/r1i1p1f2/Amon/tas/gn/v20190823/
